"bpmag-Gmag","bpmag-rpmag","bpmag-Jmag","bpmag-Hmag","bpmag-Kmag","Gmag-rpmag","Gmag-Jmag","Gmag-Hmag","Gmag-Kmag","rpmag-Jmag","rpmag-Hmag","rpmag-Kmag","Jmag-Hmag","Jmag-Kmag","Hmag-Kmag","class"
1.9399,3.3332,5.665,6.986,7.325,1.3932,3.7251,5.0461,5.3851,2.3319,3.6529,3.9919,1.321,1.66,0.339,"Y"
2.256,3.7135,6.5277,7.5847,8.0617,1.4575,4.2717,5.3287,5.8057,2.8141,3.8711,4.3481,1.057,1.534,0.477,"Y"
1.1253,2.2097,4.053,4.985,5.523,1.0844,2.9276,3.8597,4.3976,1.8432,2.7752,3.3132,0.932,1.47,0.538,"Y"
1.5746,2.7785,4.9864,5.9774,6.4524,1.2039,3.4119,4.4029,4.8779,2.2079,3.1989,3.6739,0.991,1.466,0.475,"Y"
1.6323,3.1421,6.5381,7.5711,8.3321,1.5098,4.9058,5.9388,6.6998,3.396,4.429,5.19,1.033,1.794,0.761,"Y"
1.5966,3.1031,5.5103,6.4173,6.9383,1.5065,3.9137,4.8207,5.3417,2.4072,3.3142,3.8352,0.907,1.428,0.521,"Y"
1.4324,2.6881,4.891,5.937,6.4,1.2557,3.4586,4.5046,4.9676,2.2029,3.2489,3.7119,1.046,1.509,0.463,"Y"
1.8686,3.3546,6.4245,7.9105,8.8095,1.486,4.5558,6.0418,6.9408,3.0699,4.5559,5.4549,1.486,2.385,0.899,"Y"
0.9878,2.3039,5.0926,6.2406,6.8036,1.3161,4.1048,5.2528,5.8158,2.7887,3.9367,4.4997,1.148,1.711,0.563,"Y"
1.1193,2.5468,5.6771,7.3121,8.3391,1.4276,4.5579,6.1929,7.2199,3.1303,4.7653,5.7923,1.635,2.662,1.027,"Y"
1.7722,3.2871,6.6987,8.3027,8.9997,1.5149,4.9265,6.5305,7.2275,3.4116,5.0156,5.7126,1.604,2.301,0.697,"Y"
1.5937,2.943,5.1648,6.0598,6.4838,1.3492,3.5711,4.4661,4.8901,2.2218,3.1168,3.5408,0.895,1.319,0.424,"Y"
1.7196,3.3079,6.8802,8.3832,9.2582,1.5884,5.1606,6.6636,7.5386,3.5723,5.0753,5.9503,1.503,2.378,0.875,"Y"
1.8849,3.4478,6.662,7.889,8.544,1.5629,4.7771,6.0041,6.6591,3.2142,4.4412,5.0962,1.227,1.882,0.655,"Y"
1.9207,3.5085,6.1019,6.8309,7.2089,1.5878,4.1812,4.9102,5.2882,2.5934,3.3224,3.7004,0.729,1.107,0.378,"Y"
1.4777,2.6928,4.6878,5.7668,6.3438,1.2151,3.2101,4.2891,4.8661,1.995,3.074,3.651,1.079,1.656,0.577,"Y"
2.1918,3.5908,5.95,6.811,7.233,1.399,3.7582,4.6192,5.0412,2.3592,3.2202,3.6422,0.861,1.283,0.422,"Y"
1.3972,2.7096,4.6813,5.9073,6.7003,1.3124,3.2841,4.5101,5.3031,1.9717,3.1977,3.9907,1.226,2.019,0.793,"Y"
1.7579,3.4095,6.8643,8.1413,9.0473,1.6516,5.1064,6.3834,7.2894,3.4548,4.7318,5.6378,1.277,2.183,0.906,"Y"
1.6045,3.6618,6.8988,8.2718,9.1268,2.0573,5.2943,6.6673,7.5223,3.237,4.61,5.465,1.373,2.228,0.855,"Y"
1.3208,2.6185,5.0618,6.4048,6.7528,1.2977,3.741,5.084,5.432,2.4433,3.7863,4.1343,1.343,1.691,0.348,"Y"
1.7801,3.1851,5.9343,7.3753,8.2973,1.4051,4.1543,5.5953,6.5173,2.7492,4.1902,5.1122,1.441,2.363,0.922,"Y"
2.285,3.7345,6.3718,7.2028,7.6578,1.4495,4.0868,4.9178,5.3728,2.6374,3.4684,3.9234,0.831,1.286,0.455,"Y"
1.8234,3.2037,6.0498,7.0618,7.5688,1.3802,4.2264,5.2384,5.7454,2.8461,3.8582,4.3651,1.012,1.519,0.507,"Y"
1.3914,3.3391,5.6915,6.6275,7.1505,1.9476,4.3,5.236,5.759,2.3524,3.2884,3.8114,0.936,1.459,0.523,"Y"
1.3066,2.426,4.3251,5.2451,5.5111,1.1194,3.0185,3.9385,4.2045,1.8991,2.8191,3.0851,0.92,1.186,0.266,"Y"
2.4102,3.8115,6.5674,7.7854,8.3874,1.4012,4.1571,5.3751,5.9771,2.7559,3.9739,4.5759,1.218,1.82,0.602,"Y"
1.9044,3.2193,5.3188,6.2688,6.7038,1.3149,3.4144,4.3644,4.7994,2.0995,3.0495,3.4845,0.95,1.385,0.435,"Y"
0.4342,1.9154,4.5566,5.7166,5.9286,1.4812,4.1224,5.2824,5.4944,2.6412,3.8012,4.0132,1.16,1.372,0.212,"Y"
1.191,2.6656,5.655,6.822,7.463,1.4746,4.4639,5.6309,6.2719,2.9894,4.1564,4.7974,1.167,1.808,0.641,"Y"
2.5266,4.007,6.7749,7.7599,8.2029,1.4804,4.2484,5.2334,5.6764,2.768,3.753,4.196,0.985,1.428,0.443,"Y"
1.692,2.9467,5.1047,6.2037,6.7367,1.2547,3.4127,4.5117,5.0447,2.158,3.257,3.79,1.099,1.632,0.533,"Y"
1.3823,2.5483,4.5993,5.7623,6.5183,1.1661,3.217,4.38,5.136,2.051,3.214,3.97,1.163,1.919,0.756,"Y"
1.9912,3.3467,5.7357,6.8687,7.4517,1.3556,3.7445,4.8775,5.4605,2.3889,3.5219,4.1049,1.133,1.716,0.583,"Y"
1.2438,2.3517,4.3686,5.3686,6.0076,1.1079,3.1248,4.1248,4.7638,2.017,3.017,3.656,1,1.639,0.639,"Y"
1.783,3.5236,6.5168,7.7958,8.4178,1.7406,4.7339,6.0129,6.6349,2.9932,4.2722,4.8942,1.279,1.901,0.622,"Y"
1.7569,3.041,5.0396,5.9476,6.2596,1.284,3.2827,4.1907,4.5027,1.9986,2.9066,3.2186,0.908,1.22,0.312,"Y"
1.6857,2.9715,5.3094,6.3814,6.9284,1.2857,3.6236,4.6956,5.2426,2.3379,3.4099,3.9569,1.072,1.619,0.547,"Y"
1.7998,3.1966,5.4352,6.3602,6.7042,1.3969,3.6355,4.5605,4.9045,2.2386,3.1636,3.5076,0.925,1.269,0.344,"Y"
1.2527,2.3593,4.2336,5.2036,5.8206,1.1066,2.9809,3.9509,4.5679,1.8744,2.8444,3.4613,0.97,1.587,0.617,"Y"
1.3471,3.0239,6.6485,8.4375,9.1775,1.6768,5.3014,7.0904,7.8304,3.6246,5.4136,6.1536,1.789,2.529,0.74,"Y"
1.8616,3.341,6.1136,7.1816,7.4736,1.4794,4.252,5.32,5.612,2.7726,3.8406,4.1326,1.068,1.36,0.292,"Y"
1.6148,3.1971,6.287,7.438,8.258,1.5823,4.6722,5.8232,6.6432,3.0899,4.2409,5.0609,1.151,1.971,0.82,"Y"
0.7052,2.1988,5.6297,7.0937,7.7877,1.4936,4.9246,6.3886,7.0826,3.4309,4.8949,5.5889,1.464,2.158,0.694,"Y"
0.5871,2.1898,3.9555,4.8865,5.3985,1.6028,3.3684,4.2994,4.8114,1.7656,2.6966,3.2086,0.931,1.443,0.512,"Y"
1.0326,2.3758,4.3639,5.2039,5.5169,1.3431,3.3312,4.1712,4.4842,1.9881,2.8281,3.1411,0.84,1.153,0.313,"Y"
1.4346,2.8772,6.2947,7.9297,8.8097,1.4427,4.8601,6.4951,7.3751,3.4175,5.0525,5.9325,1.635,2.515,0.88,"Y"
1.7427,3.0143,5.0556,6.1286,6.5216,1.2716,3.3129,4.3859,4.7789,2.0413,3.1143,3.5073,1.073,1.466,0.393,"Y"
1.7015,3.1555,5.6905,6.5345,6.9935,1.454,3.989,4.833,5.2919,2.535,3.379,3.838,0.844,1.303,0.459,"Y"
0.8549,1.7807,3.124,3.563,3.916,0.9258,2.2691,2.7081,3.0611,1.3434,1.7824,2.1354,0.439,0.792,0.353,"Y"
1.9072,3.4078,6.3488,7.5328,8.0898,1.5007,4.4416,5.6256,6.1826,2.9409,4.125,4.682,1.184,1.741,0.557,"Y"
1.1568,3.0316,6.5345,7.9855,8.8155,1.8748,5.3778,6.8288,7.6588,3.503,4.954,5.784,1.451,2.281,0.83,"Y"
2.0975,3.4988,6.1752,7.4582,8.1082,1.4014,4.0777,5.3607,6.0107,2.6764,3.9594,4.6094,1.283,1.933,0.65,"Y"
0.6465,2.2475,5.5895,7.6345,8.8615,1.601,4.943,6.988,8.215,3.3419,5.3869,6.6139,2.045,3.272,1.227,"Y"
1.8958,3.2525,5.6814,6.7414,7.1824,1.3567,3.7856,4.8456,5.2866,2.429,3.489,3.93,1.06,1.501,0.441,"Y"
1.5192,2.8388,5.5295,6.8005,7.3745,1.3196,4.0103,5.2813,5.8553,2.6907,3.9617,4.5357,1.271,1.845,0.574,"Y"
1.9941,3.3987,6.0696,7.1336,7.4776,1.4046,4.0755,5.1395,5.4835,2.671,3.735,4.079,1.064,1.408,0.344,"Y"
0.5,2.3224,8.0541,11.2521,13.5321,1.8224,7.5541,10.7521,13.0321,5.7317,8.9297,11.2097,3.198,5.478,2.28,"Y"
1.5609,3.0448,5.795,7.025,7.429,1.4839,4.234,5.464,5.868,2.7502,3.9802,4.3842,1.23,1.634,0.404,"Y"
2.1459,3.4998,5.8597,6.9527,7.4337,1.354,3.7138,4.8068,5.2878,2.3598,3.4528,3.9338,1.093,1.574,0.481,"Y"
1.5915,2.8205,5.2228,6.4388,7.1548,1.229,3.6313,4.8473,5.5633,2.4022,3.6182,4.3342,1.216,1.932,0.716,"Y"
1.5697,2.9028,4.4822,5.7742,6.6922,1.3331,2.9125,4.2045,5.1225,1.5794,2.8714,3.7894,1.292,2.21,0.918,"Y"
1.0964,2.6832,5.9327,7.1677,7.7717,1.5869,4.8364,6.0714,6.6754,3.2495,4.4845,5.0885,1.235,1.839,0.604,"Y"
1.689,3.0049,5.7369,7.0869,7.9519,1.316,4.048,5.398,6.263,2.732,4.082,4.947,1.35,2.215,0.865,"Y"
0.2234,1.7918,7.156,7.108,8.262,1.5684,6.9327,6.8847,8.0387,5.3643,5.3163,6.4703,-0.048,1.106,1.154,"Y"
1.7947,3.1019,5.3484,6.5574,7.2044,1.3072,3.5536,4.7626,5.4096,2.2464,3.4554,4.1024,1.209,1.856,0.647,"Y"
2.6441,4.1322,7.6424,9.1994,10.0884,1.4881,4.9983,6.5553,7.4443,3.5102,5.0672,5.9562,1.557,2.446,0.889,"Y"
1.7086,3.1397,5.7913,6.7223,7.2753,1.431,4.0826,5.0136,5.5666,2.6516,3.5826,4.1356,0.931,1.484,0.553,"Y"
1.2138,2.9465,8.6334,11.3194,12.5004,1.7327,7.4197,10.1057,11.2867,5.6869,8.3729,9.5539,2.686,3.867,1.181,"Y"
1.5704,3.0586,5.795,7.025,7.493,1.4881,4.2246,5.4546,5.9226,2.7365,3.9665,4.4345,1.23,1.698,0.468,"Y"
2.1549,3.5648,6.0213,7.0623,7.5823,1.4099,3.8664,4.9074,5.4274,2.4565,3.4975,4.0175,1.041,1.561,0.52,"Y"
0.9634,1.9534,3.4505,4.2615,4.7785,0.99,2.4872,3.2982,3.8152,1.4971,2.3081,2.8251,0.811,1.328,0.517,"Y"
2.2695,3.7459,6.5745,7.7005,8.2905,1.4764,4.305,5.431,6.021,2.8286,3.9546,4.5446,1.126,1.716,0.59,"Y"
1.1582,2.2385,4.1968,5.2158,5.8498,1.0803,3.0386,4.0576,4.6916,1.9583,2.9773,3.6113,1.019,1.653,0.634,"Y"
2.0264,3.6286,6.2126,7.7356,8.3516,1.6022,4.1862,5.7092,6.3252,2.584,4.107,4.723,1.523,2.139,0.616,"Y"
1.4916,3.1578,5.6578,6.5308,7.0408,1.6662,4.1662,5.0392,5.5492,2.5,3.373,3.883,0.873,1.383,0.51,"Y"
1.9258,3.3059,5.5734,6.3444,6.7584,1.3801,3.6476,4.4186,4.8326,2.2675,3.0385,3.4525,0.771,1.185,0.414,"Y"
2.1163,3.5112,6.3836,7.6846,8.4626,1.395,4.2673,5.5683,6.3463,2.8724,4.1734,4.9514,1.301,2.079,0.778,"Y"
1.255,2.4812,4.9019,6.0189,6.8499,1.2262,3.6468,4.7638,5.5948,2.4207,3.5377,4.3687,1.117,1.948,0.831,"Y"
1.4476,2.6954,4.9814,6.0084,6.6294,1.2477,3.5338,4.5608,5.1818,2.286,3.313,3.934,1.027,1.648,0.621,"Y"
1.1509,2.6188,5.4714,6.3504,6.7804,1.468,4.3205,5.1995,5.6295,2.8525,3.7315,4.1615,0.879,1.309,0.43,"Y"
1.4408,3.1617,5.7134,6.9484,7.6974,1.7208,4.2726,5.5076,6.2566,2.5517,3.7867,4.5357,1.235,1.984,0.749,"Y"
1.0756,2.6375,6.0516,7.3216,8.1436,1.5619,4.976,6.246,7.068,3.4141,4.6841,5.5061,1.27,2.092,0.822,"Y"
1.3458,2.5585,5.7243,7.6243,9.0473,1.2127,4.3785,6.2785,7.7015,3.1658,5.0658,6.4888,1.9,3.323,1.423,"Y"
2.2373,3.7581,6.6459,7.5099,8.1419,1.5208,4.4086,5.2726,5.9046,2.8878,3.7518,4.3838,0.864,1.496,0.632,"Y"
1.2749,2.373,4.5384,5.3554,5.8244,1.0982,3.2635,4.0805,4.5495,2.1654,2.9824,3.4514,0.817,1.286,0.469,"Y"
1.7317,3.0412,5.3735,6.4535,7.0255,1.3095,3.6418,4.7218,5.2938,2.3322,3.4122,3.9842,1.08,1.652,0.572,"Y"
1.6906,3.0209,5.446,6.677,7.226,1.3303,3.7554,4.9864,5.5354,2.4251,3.6561,4.2051,1.231,1.78,0.549,"Y"
2.2722,3.6573,6.0936,7.0706,7.5106,1.3852,3.8214,4.7984,5.2384,2.4363,3.4133,3.8533,0.977,1.417,0.44,"Y"
2.0191,3.3942,5.8677,7.1477,7.7267,1.3751,3.8485,5.1285,5.7075,2.4734,3.7534,4.3324,1.28,1.859,0.579,"Y"
2.353,3.9107,6.8262,8.1532,8.8302,1.5577,4.4732,5.8002,6.4772,2.9155,4.2425,4.9195,1.327,2.004,0.677,"Y"
0.9394,2.3128,6.1337,7.2967,7.9117,1.3734,5.1943,6.3573,6.9723,3.8209,4.9839,5.5989,1.163,1.778,0.615,"Y"
2.3647,3.9117,7.1291,8.4201,9.0811,1.547,4.7645,6.0555,6.7165,3.2174,4.5084,5.1694,1.291,1.952,0.661,"Y"
1.4874,2.8024,5.0232,5.8042,6.1362,1.315,3.5358,4.3168,4.6488,2.2208,3.0018,3.3338,0.781,1.113,0.332,"Y"
1.8487,3.2418,6.1691,7.6941,8.3231,1.3932,4.3204,5.8454,6.4744,2.9273,4.4523,5.0813,1.525,2.154,0.629,"Y"
1.464,2.6675,5.0305,6.3905,7.3485,1.2035,3.5665,4.9265,5.8845,2.363,3.723,4.681,1.36,2.318,0.958,"Y"
1.7329,3.0076,4.8888,5.6688,6.0758,1.2747,3.1559,3.9359,4.3429,1.8812,2.6612,3.0682,0.78,1.187,0.407,"Y"
1.9472,3.4949,6.4881,7.5441,8.2761,1.5477,4.5409,5.5969,6.3289,2.9932,4.0492,4.7812,1.056,1.788,0.732,"Y"
1.9723,3.4802,6.073,7.216,7.887,1.5079,4.1007,5.2437,5.9147,2.5928,3.7358,4.4068,1.143,1.814,0.671,"Y"
1.5372,2.736,4.976,6.13,6.756,1.1989,3.4389,4.5929,5.2189,2.24,3.394,4.02,1.154,1.78,0.626,"Y"
1.6637,3.1566,6.5852,8.0332,8.7382,1.4929,4.9215,6.3695,7.0745,3.4286,4.8766,5.5816,1.448,2.153,0.705,"Y"
1.8402,3.3971,6.2992,7.5312,7.9682,1.5568,4.459,5.691,6.128,2.9022,4.1342,4.5712,1.232,1.669,0.437,"Y"
1.4022,2.6257,4.6375,5.2045,5.6085,1.2235,3.2353,3.8023,4.2063,2.0118,2.5788,2.9828,0.567,0.971,0.404,"Y"
1.4094,2.5599,4.4201,5.2551,5.6271,1.1505,3.0106,3.8456,4.2176,1.8602,2.6952,3.0672,0.835,1.207,0.372,"Y"
1.5434,2.7597,5.0541,6.0951,6.6641,1.2163,3.5107,4.5517,5.1207,2.2943,3.3353,3.9043,1.041,1.61,0.569,"Y"
1.3223,2.7843,6.0001,7.1821,7.9961,1.462,4.6777,5.8597,6.6737,3.2158,4.3978,5.2118,1.182,1.996,0.814,"Y"
1.5386,2.7898,4.9325,5.9765,6.4365,1.2513,3.3939,4.4379,4.8979,2.1426,3.1866,3.6466,1.044,1.504,0.46,"Y"
1.3686,2.5271,4.4612,5.4072,5.9052,1.1585,3.0926,4.0386,4.5366,1.9341,2.8801,3.3781,0.946,1.444,0.498,"Y"
1.0845,3.0015,7.0801,8.7151,9.7581,1.9169,5.9955,7.6305,8.6735,4.0786,5.7136,6.7566,1.635,2.678,1.043,"Y"
1.4525,2.9355,6.1792,7.4602,8.0992,1.483,4.7267,6.0077,6.6467,3.2437,4.5247,5.1637,1.281,1.92,0.639,"Y"
1.8961,3.2551,5.6164,6.7674,7.1984,1.359,3.7203,4.8713,5.3023,2.3613,3.5123,3.9433,1.151,1.582,0.431,"Y"
2.2304,3.725,6.5515,7.6215,8.2685,1.4946,4.3211,5.3911,6.0381,2.8265,3.8965,4.5435,1.07,1.717,0.647,"Y"
1.4875,2.9624,6.0375,7.4535,7.9525,1.4748,4.55,5.966,6.465,3.0751,4.4911,4.9901,1.416,1.915,0.499,"Y"
1.9762,4.3405,8.8679,10.8379,11.9049,2.3643,6.8917,8.8617,9.9287,4.5274,6.4974,7.5644,1.97,3.037,1.067,"Y"
1.9833,3.727,8.7337,10.8517,12.0027,1.7437,6.7505,8.8685,10.0195,5.0067,7.1247,8.2757,2.118,3.269,1.151,"Y"
0.4318,1.9768,5.3012,6.9732,7.6542,1.5451,4.8694,6.5414,7.2224,3.3244,4.9964,5.6774,1.672,2.353,0.681,"Y"
1.7441,3.0286,5.6565,6.8645,7.5125,1.2845,3.9124,5.1204,5.7684,2.6279,3.8359,4.4839,1.208,1.856,0.648,"Y"
1.7372,3.3339,7.2077,9.1207,10.4417,1.5967,5.4705,7.3835,8.7045,3.8738,5.7868,7.1078,1.913,3.234,1.321,"Y"
1.9566,3.557,7.3516,9.0006,9.6806,1.6003,5.395,7.044,7.724,3.7946,5.4436,6.1236,1.649,2.329,0.68,"Y"
2.1409,3.6825,7.0561,8.5941,9.6471,1.5416,4.9152,6.4532,7.5062,3.3736,4.9116,5.9646,1.538,2.591,1.053,"Y"
1.0265,2.5918,5.1616,6.5046,7.4966,1.5652,4.1351,5.4781,6.4701,2.5698,3.9128,4.9048,1.343,2.335,0.992,"Y"
1.9998,3.4826,5.818,6.65,7.087,1.4828,3.8182,4.6502,5.0872,2.3354,3.1674,3.6044,0.832,1.269,0.437,"Y"
2.1568,3.6787,6.8478,8.1538,8.7798,1.5219,4.691,5.997,6.623,3.1691,4.4751,5.1011,1.306,1.932,0.626,"Y"
2.0156,3.3002,5.4839,6.6209,6.9239,1.2846,3.4683,4.6053,4.9083,2.1837,3.3207,3.6237,1.137,1.44,0.303,"Y"
0.9207,2.1345,4.5353,5.4183,6.0643,1.2138,3.6146,4.4976,5.1436,2.4008,3.2838,3.9298,0.883,1.529,0.646,"Y"
0.9218,2.6183,6.3112,8.2292,9.4492,1.6965,5.3895,7.3075,8.5275,3.6929,5.6109,6.8309,1.918,3.138,1.22,"Y"
1.5892,3.1646,6.2655,7.1205,7.4185,1.5754,4.6763,5.5313,5.8293,3.1009,3.9559,4.2539,0.855,1.153,0.298,"Y"
1.402,2.5748,4.5407,5.6707,6.2057,1.1729,3.1388,4.2688,4.8038,1.9659,3.0959,3.6309,1.13,1.665,0.535,"Y"
0.9942,2.0881,4.0556,5.2336,6.2746,1.0939,3.0614,4.2394,5.2804,1.9675,3.1455,4.1865,1.178,2.219,1.041,"Y"
2.2101,3.5985,6.1448,7.3388,7.9078,1.3884,3.9346,5.1286,5.6976,2.5462,3.7402,4.3092,1.194,1.763,0.569,"Y"
2.2276,3.6648,6.1272,6.8392,7.3022,1.4372,3.8997,4.6117,5.0747,2.4624,3.1744,3.6374,0.712,1.175,0.463,"Y"
1.4179,2.5761,4.705,5.638,6.159,1.1582,3.2871,4.2201,4.7411,2.1289,3.0619,3.5829,0.933,1.454,0.521,"Y"
1.5133,3.0698,5.9267,6.9277,7.3407,1.5565,4.4134,5.4144,5.8274,2.857,3.858,4.271,1.001,1.414,0.413,"Y"
1.5347,2.7324,4.7652,5.7472,6.1632,1.1977,3.2305,4.2125,4.6285,2.0328,3.0148,3.4308,0.982,1.398,0.416,"Y"
1.2536,2.7518,5.6852,7.0422,8.0862,1.4982,4.4316,5.7886,6.8326,2.9334,4.2904,5.3344,1.357,2.401,1.044,"Y"
0.5269,2.2348,6.4972,8.3822,9.4292,1.7079,5.9704,7.8554,8.9024,4.2625,6.1475,7.1945,1.885,2.932,1.047,"Y"
1.5518,2.7654,4.8093,5.6653,6.0893,1.2136,3.2574,4.1134,4.5374,2.0438,2.8998,3.3238,0.856,1.28,0.424,"Y"
1.2118,2.9864,6.7037,8.6187,10.0077,1.7746,5.4919,7.4069,8.7959,3.7173,5.6323,7.0213,1.915,3.304,1.389,"Y"
0.7219,2.2861,5.6785,6.6095,7.3365,1.5642,4.9566,5.8876,6.6146,3.3923,4.3233,5.0503,0.931,1.658,0.727,"Y"
2.2085,3.6086,6.0861,7.5251,8.3261,1.4,3.8776,5.3166,6.1176,2.4775,3.9165,4.7175,1.439,2.24,0.801,"Y"
1.7858,3.3644,5.897,6.964,7.519,1.5786,4.1112,5.1782,5.7332,2.5326,3.5996,4.1546,1.067,1.622,0.555,"Y"
1.5549,3.0289,5.5082,6.7572,7.5182,1.4739,3.9532,5.2022,5.9632,2.4793,3.7283,4.4893,1.249,2.01,0.761,"Y"
1.3345,2.5221,4.7388,5.5918,6.2648,1.1875,3.4043,4.2573,4.9303,2.2168,3.0698,3.7428,0.853,1.526,0.673,"Y"
1.6123,3.4454,6.177,7.491,8.279,1.8331,4.5647,5.8787,6.6667,2.7316,4.0456,4.8336,1.314,2.102,0.788,"Y"
1.2379,2.6968,4.766,5.709,6.052,1.4589,3.5282,4.4712,4.8142,2.0692,3.0122,3.3552,0.943,1.286,0.343,"Y"
2.3594,3.9753,7.4509,9.0619,10.0129,1.6159,5.0914,6.7024,7.6534,3.4756,5.0866,6.0376,1.611,2.562,0.951,"Y"
1.4393,2.6336,4.6575,5.7165,6.1825,1.1943,3.2181,4.2771,4.7431,2.0239,3.0829,3.5489,1.059,1.525,0.466,"Y"
2.4739,3.8839,6.2665,7.1565,7.6165,1.4099,3.7925,4.6825,5.1425,2.3826,3.2726,3.7326,0.89,1.35,0.46,"Y"
2.0577,3.3952,5.8975,7.1655,7.8735,1.3376,3.8399,5.1079,5.8159,2.5023,3.7703,4.4783,1.268,1.976,0.708,"Y"
1.0174,2.1043,3.688,4.711,5.394,1.0869,2.6706,3.6936,4.3766,1.5837,2.6067,3.2897,1.023,1.706,0.683,"Y"
1.2023,2.2994,4.3813,5.3013,5.9603,1.0971,3.179,4.099,4.758,2.0819,3.0019,3.6609,0.92,1.579,0.659,"Y"
0.6415,1.4432,2.5894,3.2884,3.6994,0.8017,1.948,2.647,3.058,1.1462,1.8452,2.2562,0.699,1.11,0.411,"Y"
1.9924,3.4587,6.1508,7.0528,7.4528,1.4663,4.1584,5.0604,5.4604,2.6921,3.5941,3.9941,0.902,1.302,0.4,"Y"
1.7673,3.8014,6.5399,7.5349,7.9569,2.0341,4.7726,5.7676,6.1896,2.7385,3.7335,4.1555,0.995,1.417,0.422,"Y"
1.4393,2.6837,5.1704,6.2064,6.8714,1.2444,3.731,4.767,5.432,2.4867,3.5227,4.1877,1.036,1.701,0.665,"Y"
1.2664,2.4039,4.4389,5.3679,5.7639,1.1375,3.1725,4.1015,4.4975,2.035,2.964,3.36,0.929,1.325,0.396,"Y"
1.5101,2.7101,4.51,5.451,5.892,1.2,2.9998,3.9408,4.3818,1.7999,2.7409,3.1819,0.941,1.382,0.441,"Y"
1.5499,3.0284,5.9268,7.1338,7.6908,1.4786,4.3769,5.5839,6.1409,2.8983,4.1053,4.6623,1.207,1.764,0.557,"Y"
2.0839,3.4156,5.7187,6.7487,7.1977,1.3317,3.6348,4.6648,5.1138,2.3031,3.3331,3.7821,1.03,1.479,0.449,"Y"
1.8246,3.3278,6.1932,7.0222,7.4352,1.5032,4.3686,5.1976,5.6106,2.8654,3.6944,4.1074,0.829,1.242,0.413,"Y"
1.4154,2.9689,5.8849,7.0609,7.7929,1.5535,4.4695,5.6455,6.3775,2.9159,4.0919,4.8239,1.176,1.908,0.732,"Y"
1.5949,3.268,5.8708,6.9888,7.5868,1.6731,4.276,5.394,5.992,2.6028,3.7208,4.3188,1.118,1.716,0.598,"Y"
1.7066,3.0813,5.4984,6.6184,7.0404,1.3747,3.7919,4.9119,5.3339,2.4171,3.5371,3.9591,1.12,1.542,0.422,"Y"
1.2043,2.7788,6.5885,8.4645,9.6575,1.5746,5.3843,7.2603,8.4533,3.8097,5.6857,6.8787,1.876,3.069,1.193,"Y"
1.1838,2.4975,4.7066,5.6526,6.3576,1.3137,3.5228,4.4688,5.1738,2.2091,3.1551,3.8601,0.946,1.651,0.705,"Y"
1.6105,2.8844,5.4807,6.7037,7.2987,1.274,3.8702,5.0932,5.6882,2.5962,3.8192,4.4142,1.223,1.818,0.595,"Y"
1.5175,2.743,5.2017,6.1917,6.8777,1.2255,3.6842,4.6742,5.3602,2.4586,3.4486,4.1346,0.99,1.676,0.686,"Y"
1.8892,3.2927,5.7165,7.3835,8.5005,1.4034,3.8272,5.4942,6.6112,2.4238,4.0908,5.2078,1.667,2.784,1.117,"Y"
1.8909,3.2194,5.9713,7.0843,7.7193,1.3286,4.0804,5.1934,5.8284,2.7518,3.8648,4.4998,1.113,1.748,0.635,"Y"
1.4814,2.6971,4.6343,5.5483,5.9793,1.2157,3.1529,4.0669,4.4979,1.9372,2.8512,3.2822,0.914,1.345,0.431,"Y"
1.2549,2.4483,4.546,5.604,6.161,1.1935,3.2912,4.3492,4.9062,2.0977,3.1557,3.7127,1.058,1.615,0.557,"Y"
1.7316,3.0237,5.4458,6.5018,6.9448,1.2921,3.7141,4.7701,5.2131,2.422,3.478,3.921,1.056,1.499,0.443,"Y"
2.6722,4.2531,7.6243,8.9923,9.6493,1.5809,4.9521,6.3201,6.9771,3.3712,4.7392,5.3962,1.368,2.025,0.657,"Y"
1.7369,3.229,6.1898,7.4968,7.9678,1.4921,4.4529,5.7599,6.2309,2.9608,4.2678,4.7388,1.307,1.778,0.471,"Y"
1.8052,3.0859,5.4228,6.5258,6.9278,1.2807,3.6176,4.7206,5.1226,2.3369,3.4399,3.8419,1.103,1.505,0.402,"Y"
2.0928,3.4063,5.639,6.632,7.142,1.3135,3.5462,4.5392,5.0492,2.2327,3.2257,3.7357,0.993,1.503,0.51,"Y"
0.935,2.5999,5.6642,7.0672,7.4662,1.6649,4.7292,6.1322,6.5312,3.0643,4.4673,4.8663,1.403,1.802,0.399,"Y"
1.1192,2.6688,6.7087,8.4197,9.3707,1.5496,5.5895,7.3005,8.2515,4.0399,5.7509,6.7019,1.711,2.662,0.951,"Y"
2.1206,3.5873,6.3501,7.2441,7.6851,1.4666,4.2295,5.1235,5.5645,2.7629,3.6569,4.0979,0.894,1.335,0.441,"Y"
1.5217,2.7224,4.8344,5.7864,6.1624,1.2007,3.3127,4.2647,4.6407,2.1121,3.0641,3.4401,0.952,1.328,0.376,"Y"
1.8423,3.292,5.9067,7.1307,7.5877,1.4497,4.0644,5.2884,5.7454,2.6147,3.8387,4.2957,1.224,1.681,0.457,"Y"
1.373,2.5175,4.4988,5.4788,5.9508,1.1445,3.1259,4.1059,4.5779,1.9813,2.9613,3.4333,0.98,1.452,0.472,"Y"
